 time                v(vi1)              v(vo1)              v(vo2)              v(vo3)             
 1.040000000000e-07  2.763453668537e-01  2.756982830639e-01  2.757579757065e-01  2.758148344141e-01 
 1.060000000000e-07  3.000000000000e-01  2.992995662996e-01  2.994008730446e-01  2.994634285810e-01 
 1.080000000000e-07  3.236546331456e-01  3.229026327574e-01  3.230520394428e-01  3.231195272426e-01 
 1.100000000000e-07  3.469772070946e-01  3.461770165889e-01  3.463797776768e-01  3.464511402172e-01 
 1.120000000000e-07  3.696403240306e-01  3.687976385845e-01  3.690569297873e-01  3.691308304092e-01 
 1.140000000000e-07  3.913258474787e-01  3.904495586410e-01  3.907654553492e-01  3.908403092184e-01 
 0.000000000000e+00  3.000000000005e-01  8.711583778054e-04  8.904152530540e-04  2.617093134279e-03 
 2.000000000000e-09  3.469772009165e-01  3.453823212632e-01  3.457829396683e-01  3.459252670270e-01 
 4.000000000000e-09  3.913258314609e-01  3.895788977581e-01  3.902045878100e-01  3.903541701708e-01 
 6.000000000000e-09  4.305644007384e-01  4.287693277513e-01  4.295868998621e-01  4.297296857359e-01 
 8.000000000000e-09  4.624973471009e-01  4.608402671439e-01  4.617289441690e-01  4.618492904096e-01 
 1.000000000000e-08  4.853378889803e-01  4.840830612224e-01  4.848324763747e-01  4.849157874166e-01 
 1.200000000000e-08  4.978080027715e-01  4.972293816021e-01  4.976023481784e-01  4.976378377976e-01 
 1.400000000000e-08  4.992099335843e-01  4.994636446495e-01  4.993194749415e-01  4.993023605812e-01 
 1.600000000000e-08  4.894652375413e-01  4.904914075207e-01  4.898821957234e-01  4.898147215957e-01 
 1.800000000000e-08  4.691191710395e-01  4.706735656953e-01  4.698134027731e-01  4.697043896233e-01 
 2.000000000000e-08  4.393101813799e-01  4.410989776449e-01  4.402326074207e-01  4.400956479069e-01 
 2.200000000000e-08  4.017062058925e-01  4.034993747546e-01  4.027941110867e-01  4.026449110143e-01 
 2.400000000000e-08  3.584113438835e-01  3.600733724224e-01  3.595945347359e-01  3.594480997170e-01 
 2.600000000000e-08  3.118481235013e-01  3.133161283462e-01  3.130549202201e-01  3.129232505077e-01 
 2.800000000000e-08  2.646219511809e-01  2.658741615192e-01  2.657842351476e-01  2.656749680116e-01 
 3.000000000000e-08  2.193753282834e-01  2.204084313846e-01  2.204322342281e-01  2.203483737749e-01 
 3.200000000000e-08  1.786399921217e-01  1.794568376389e-01  1.795401931562e-01  1.794807996101e-01 
 3.400000000000e-08  1.446952546950e-01  1.452994613380e-01  1.453980511813e-01  1.453595872776e-01 
 3.600000000000e-08  1.194404656749e-01  1.198346727339e-01  1.199160286525e-01  1.198939903433e-01 
 3.800000000000e-08  1.042887358653e-01  1.044744408357e-01  1.045178871921e-01  1.045083576299e-01 
 4.000000000000e-08  1.000878677601e-01  1.000657399472e-01  1.000617328680e-01  1.000625628493e-01 
 4.200000000000e-08  1.070729174550e-01  1.068430523879e-01  1.067926916044e-01  1.068041028067e-01 
 4.400000000000e-08  1.248530422790e-01  1.244149557093e-01  1.243299891155e-01  1.243545038053e-01 
 4.600000000000e-08  1.524333700724e-01  1.517857601387e-01  1.516890383918e-01  1.517307515553e-01 
 4.800000000000e-08  1.882706664346e-01  1.874112118179e-01  1.873371816853e-01  1.874005007868e-01 
 5.000000000000e-08  2.303596851266e-01  2.292855033012e-01  2.292798598401e-01  2.293679364522e-01 
 5.200000000000e-08  2.763453699638e-01  2.750553488964e-01  2.751722972772e-01  2.752854547382e-01 
 5.400000000000e-08  3.236546300351e-01  3.221557188168e-01  3.224503960813e-01  3.225849049464e-01 
 5.600000000000e-08  3.696403148726e-01  3.679606864165e-01  3.684735140384e-01  3.686210619236e-01 
 5.800000000000e-08  4.117293335645e-01  4.099406292121e-01  4.106712203542e-01  4.108193401278e-01 
 6.000000000000e-08  4.475666299266e-01  4.458116998814e-01  4.466860014532e-01  4.468195457200e-01 
 6.200000000000e-08  4.751469577205e-01  4.736548504031e-01  4.745042028882e-01  4.746076964888e-01 
 6.400000000000e-08  4.929270825450e-01  4.919802098527e-01  4.925681768986e-01  4.926286005718e-01 
 6.600000000000e-08  4.999121322396e-01  4.997425877479e-01  4.998635787170e-01  4.998729339915e-01 
 6.800000000000e-08  4.957112641347e-01  4.963727052972e-01  4.959769606598e-01  4.959339399091e-01 
 7.000000000000e-08  4.805595343258e-01  4.818869512929e-01  4.811202390750e-01  4.810305245407e-01 
 7.200000000000e-08  4.553047453055e-01  4.570107691777e-01  4.561202754425e-01  4.559953699921e-01 
 7.400000000000e-08  4.213600078790e-01  4.231736829406e-01  4.223737185691e-01  4.222286331317e-01 
 7.600000000000e-08  3.806246717177e-01  3.823638911477e-01  3.817693201986e-01  3.816197466351e-01 
 7.800000000000e-08  3.353780488204e-01  3.369476892984e-01  3.365819873019e-01  3.364416665847e-01 
 8.000000000000e-08  2.881518764997e-01  2.895131559686e-01  2.893446481474e-01  2.892235020895e-01 
 8.200000000000e-08  2.415886561179e-01  2.427311532039e-01  2.427053926456e-01  2.426087108941e-01 
 8.400000000000e-08  1.982937941087e-01  1.992182933946e-01  1.992781917456e-01  1.992068708468e-01 
 8.600000000000e-08  1.606898186208e-01  1.613999384699e-01  1.614957870466e-01  1.614473929650e-01 
 8.800000000000e-08  1.308808289610e-01  1.313797827116e-01  1.314731092664e-01  1.314434136349e-01 
 9.000000000000e-08  1.105347624590e-01  1.108245913276e-01  1.108888923780e-01  1.108735071280e-01 
 9.200000000000e-08  1.007900664158e-01  1.008718104246e-01  1.008920596456e-01  1.008878361991e-01 
 9.400000000000e-08  1.021919972283e-01  1.020660215657e-01  1.020380299820e-01  1.020439701164e-01 
 9.600000000000e-08  1.146621110191e-01  1.143282396906e-01  1.142583976231e-01  1.142759251242e-01 
 9.800000000000e-08  1.375026528985e-01  1.369600299229e-01  1.368655636870e-01  1.368981161703e-01 
 1.000000000000e-07  1.694355992606e-01  1.686824171473e-01  1.685919403466e-01  1.686439528965e-01 
 1.020000000000e-07  2.086741685378e-01  2.077076883849e-01  2.076614209114e-01  2.077368779611e-01 
 1.040000000000e-07  2.530227990825e-01  2.518405453149e-01  2.518890160297e-01  2.519898387955e-01 
 1.060000000000e-07  2.999999999992e-01  2.986037490003e-01  2.988030048515e-01  2.989276074559e-01 
 1.080000000000e-07  3.469772009161e-01  3.453823212633e-01  3.457827336627e-01  3.459251053478e-01 
 1.100000000000e-07  3.913258314605e-01  3.895788977580e-01  3.902043891561e-01  3.903540190115e-01 
 1.120000000000e-07  4.305644007386e-01  4.287693277509e-01  4.295867223726e-01  4.297295543729e-01 
 1.140000000000e-07  4.624973756011e-01  4.608402948077e-01  4.617288298965e-01  4.618492156743e-01 
 0.000000000000e+00  3.000000000005e-01  8.711577646714e-04  8.904147459053e-04  2.617092787290e-03 
 2.000000000000e-09  3.696402996252e-01  3.671293819723e-01  3.678901139724e-01  3.681110450177e-01 
 4.000000000000e-09  4.305643721543e-01  4.278770987517e-01  4.290954558285e-01  4.293100584946e-01 
 6.000000000000e-09  4.751469193768e-01  4.728963922878e-01  4.741778002479e-01  4.743343528489e-01 
 8.000000000000e-09  4.978079594676e-01  4.968990482902e-01  4.974929113440e-01  4.975481100139e-01 
 1.000000000000e-08  4.957112212906e-01  4.966598765091e-01  4.961031972122e-01  4.960406338708e-01 
 1.200000000000e-08  4.691191340173e-01  4.714366100885e-01  4.701555061964e-01  4.699933018415e-01 
 1.400000000000e-08  4.213599813128e-01  4.240862497791e-01  4.228779066874e-01  4.226607007673e-01 
 1.600000000000e-08  3.584113310978e-01  3.609132551140e-01  3.601861686035e-01  3.599661226289e-01 
 1.800000000000e-08  2.881518790953e-01  2.902006881349e-01  2.899429667551e-01  2.897604894370e-01 
 2.000000000000e-08  2.193753459351e-01  2.209299128220e-01  2.209640855370e-01  2.208374838842e-01 
 2.200000000000e-08  1.606898491196e-01  1.617587441726e-01  1.619027662054e-01  1.618295504771e-01 
 2.400000000000e-08  1.194405052032e-01  1.200349234845e-01  1.201581925140e-01  1.201247005169e-01 
 2.600000000000e-08  1.007901100265e-01  1.009156051815e-01  1.009475157643e-01  1.009408557790e-01 
 2.800000000000e-08  1.070729596897e-01  1.067310973662e-01  1.066570300645e-01  1.066737911812e-01 
 3.000000000000e-08  1.375026884709e-01  1.366920495025e-01  1.365513858279e-01  1.365996965562e-01 
 3.200000000000e-08  1.882706908927e-01  1.869855986767e-01  1.868743000634e-01  1.869685608870e-01 
 3.400000000000e-08  2.530228093650e-01  2.512549499148e-01  2.513252035142e-01  2.514755806237e-01 
 3.600000000000e-08  3.236546248549e-01  3.214138013557e-01  3.218496265274e-01  3.220507060966e-01 
 3.800000000000e-08  3.913258114666e-01  3.887138273873e-01  3.896428982764e-01  3.898671644841e-01 
 4.000000000000e-08  4.475665976206e-01  4.449356962428e-01  4.462421742422e-01  4.464432123488e-01 
 4.200000000000e-08  4.853378484061e-01  4.834336237706e-01  4.845739661883e-01  4.847005473032e-01 
 4.400000000000e-08  4.999120884754e-01  4.996111121138e-01  4.998325212659e-01  4.998485947014e-01 
 4.600000000000e-08  4.894651960644e-01  4.909692383027e-01  4.900845080498e-01  4.899850884765e-01 
 4.800000000000e-08  4.553047113079e-01  4.578586308318e-01  4.565237570435e-01  4.563374239605e-01 
 5.000000000000e-08  4.017061836286e-01  4.044039632883e-01  4.033365149151e-01  4.031127839277e-01 
 5.200000000000e-08  3.353780410772e-01  3.377408837367e-01  3.371847015716e-01  3.369736601657e-01 
 5.400000000000e-08  2.646219589274e-01  2.665064236521e-01  2.663680760399e-01  2.662033299827e-01 
 5.600000000000e-08  1.982938163754e-01  1.996849968124e-01  1.997740393164e-01  1.996662979917e-01 
 5.800000000000e-08  1.446952886952e-01  1.456050584583e-01  1.457537248372e-01  1.456954598390e-01 
 6.000000000000e-08  1.105348039368e-01  1.109725437669e-01  1.110703718730e-01  1.110469105591e-01 
 6.200000000000e-08  1.000879115243e-01  1.000575873959e-01  1.000531402669e-01  1.000540655387e-01 
 6.400000000000e-08  1.146621515922e-01  1.141643620004e-01  1.140609754150e-01  1.140868694998e-01 
 6.600000000000e-08  1.524334023763e-01  1.514654900180e-01  1.513210059625e-01  1.513830012073e-01 
 6.800000000000e-08  2.086741885294e-01  2.072289550686e-01  2.071587067903e-01  2.072711114708e-01 
 7.000000000000e-08  2.763453751404e-01  2.744164998286e-01  2.745881540175e-01  2.747570846680e-01 
 7.200000000000e-08  3.469771906305e-01  3.445930256088e-01  3.451862097775e-01  3.453992074819e-01 
 7.400000000000e-08  4.117293091037e-01  4.090537463341e-01  4.101402930986e-01  4.103626165213e-01 
 7.600000000000e-08  4.624973115264e-01  4.600073046404e-01  4.613402281428e-01  4.615218300590e-01 
 7.800000000000e-08  4.929270403093e-01  4.914746294135e-01  4.923824440105e-01  4.924748991093e-01 
 8.000000000000e-08  4.992098899735e-01  4.995428194982e-01  4.993674916277e-01  4.993438544583e-01 
 8.200000000000e-08  4.805594947988e-01  4.825259245694e-01  4.813949407475e-01  4.812619456375e-01 
 8.400000000000e-08  4.393101508839e-01  4.419948614099e-01  4.406905798887e-01  4.404857961314e-01 
 8.600000000000e-08  3.806246540692e-01  3.832423779894e-01  3.823409132973e-01  3.821163707086e-01 
 8.800000000000e-08  3.118481209094e-01  3.140577921006e-01  3.136600054035e-01  3.134617579988e-01 
 9.000000000000e-08  2.415886689068e-01  2.433078994505e-01  2.432668463423e-01  2.431209815746e-01 
 9.200000000000e-08  1.786400186907e-01  1.798693227503e-01  1.799943522729e-01  1.799045403824e-01 
 9.400000000000e-08  1.308808659854e-01  1.316325565607e-01  1.317735885827e-01  1.317285475256e-01 
 9.600000000000e-08  1.042887787104e-01  1.045702576748e-01  1.046369553572e-01  1.046223107493e-01 
 9.800000000000e-08  1.021920405317e-01  1.020059630618e-01  1.019655111982e-01  1.019740918010e-01 
 1.000000000000e-07  1.248530806208e-01  1.241990866231e-01  1.240727531903e-01  1.241090828794e-01 
 1.020000000000e-07  1.694356278423e-01  1.683096191542e-01  1.681741273825e-01  1.682514988903e-01 
 1.040000000000e-07  2.303597003705e-01  2.287533905065e-01  2.287430890867e-01  2.288744130592e-01 
 1.060000000000e-07  2.999999999974e-01  2.979124701133e-01  2.982064167593e-01  2.983925559863e-01 
 1.080000000000e-07  3.696402996255e-01  3.671293819725e-01  3.678898082920e-01  3.681108086774e-01 
 1.100000000000e-07  4.305643721542e-01  4.278770987520e-01  4.290951889195e-01  4.293098609029e-01 
 1.120000000000e-07  4.751469193770e-01  4.728963922875e-01  4.741776177614e-01  4.743342223101e-01 
 1.140000000000e-07  4.978080374644e-01  4.968991244606e-01  4.974929262635e-01  4.975481442621e-01 
 0.000000000000e+00  2.999999999982e-01  8.711571513942e-04  8.904142386494e-04  2.617092440950e-03 
 2.000000000000e-09  3.913257835011e-01  3.878542854771e-01  3.890808215556e-01  3.893796169499e-01 
 4.000000000000e-09  4.624972617711e-01  4.591723982817e-01  4.609489602954e-01  4.611924020950e-01 
 6.000000000000e-09  4.978078989026e-01  4.965432578246e-01  4.973791062268e-01  4.974553096392e-01 
 8.000000000000e-09  4.894651380560e-01  4.914215751992e-01  4.902825839036e-01  4.901524610655e-01 
 1.000000000000e-08  4.393101082329e-01  4.428909212342e-01  4.411458956060e-01  4.408738717600e-01 
 1.200000000000e-08  3.584113132173e-01  3.617591859255e-01  3.607777984565e-01  3.604838918538e-01 
 1.400000000000e-08  2.646219697633e-01  2.671428820739e-01  2.669534573779e-01  2.667327093128e-01 
 1.600000000000e-08  1.786400558517e-01  1.802845442950e-01  1.804508436597e-01  1.803301703738e-01 
 1.800000000000e-08  1.194405604882e-01  1.202372743417e-01  1.204032800169e-01  1.203580395214e-01 
 2.000000000000e-08  1.000879727328e-01  1.000513662819e-01  1.000475228121e-01  1.000483301936e-01 
 2.200000000000e-08  1.248531342451e-01  1.239853150634e-01  1.238185618177e-01  1.238663997695e-01 
 2.400000000000e-08  1.882707250984e-01  1.865626902639e-01  1.864139640320e-01  1.865386972636e-01 
 2.600000000000e-08  2.763453823791e-01  2.737816711121e-01  2.740058476641e-01  2.742299762383e-01 
 2.800000000000e-08  3.696402782992e-01  3.663036339537e-01  3.673064594293e-01  3.676005675050e-01 
 3.000000000000e-08  4.475665524365e-01  4.440612313938e-01  4.457960538762e-01  4.460650434894e-01 
 3.200000000000e-08  4.929269812383e-01  4.909497650522e-01  4.921926593326e-01  4.923183131170e-01 
 3.400000000000e-08  4.957111613691e-01  4.969168273344e-01  4.962250861072e-01  4.961442840646e-01 
 3.600000000000e-08  4.553046637594e-01  4.587016703676e-01  4.569243577853e-01  4.566773038904e-01 
 3.800000000000e-08  3.806246293872e-01  3.841268562974e-01  3.829117455179e-01  3.826121860335e-01 
 4.000000000000e-08  2.881518827269e-01  2.908929294945e-01  2.905428691190e-01  2.902984977011e-01 
 4.200000000000e-08  1.982938475189e-01  2.001547089553e-01  2.002723540464e-01  2.001276737892e-01 
 4.400000000000e-08  1.308809177679e-01  1.318875348471e-01  1.320768571816e-01  1.320161425483e-01 
 4.600000000000e-08  1.007901710205e-01  1.009613415024e-01  1.010059625827e-01  1.009966463114e-01 
 4.800000000000e-08  1.146622083370e-01  1.140025070258e-01  1.138664787323e-01  1.139004794119e-01 
 5.000000000000e-08  1.694356678151e-01  1.679393186205e-01  1.677591149112e-01  1.678614056962e-01 
 5.200000000000e-08  2.530228237444e-01  2.506729707925e-01  2.507631458691e-01  2.509625590822e-01 
 5.400000000000e-08  3.469771762433e-01  3.438090317025e-01  3.445901320031e-01  3.448733872151e-01 
 5.600000000000e-08  4.305643321753e-01  4.269886514627e-01  4.286021104064e-01  4.288888305186e-01 
 5.800000000000e-08  4.853377916585e-01  4.827714590427e-01  4.843116810555e-01  4.844825731043e-01 
 6.000000000000e-08  4.992098289805e-01  4.995901856216e-01  4.994109807274e-01  4.993821886412e-01 
 6.200000000000e-08  4.691190822390e-01  4.721882781033e-01  4.704943476060e-01  4.702798232525e-01 
 6.400000000000e-08  4.017061524917e-01  4.053138092314e-01  4.038777769728e-01  4.035795999101e-01 
 6.600000000000e-08  3.118481172858e-01  3.148046989267e-01  3.142658587171e-01  3.140006095099e-01 
 6.800000000000e-08  2.193753706240e-01  2.214547345721e-01  2.214983824536e-01  2.213284656339e-01 
 7.000000000000e-08  1.446953362485e-01  1.459129968688e-01  1.461122199300e-01  1.460337706214e-01 
 7.200000000000e-08  1.042888386335e-01  1.046680460993e-01  1.047589547955e-01  1.047389633975e-01 
 7.400000000000e-08  1.070730187587e-01  1.066211137214e-01  1.065242791300e-01  1.065461584451e-01 
 7.600000000000e-08  1.524334475551e-01  1.511475504838e-01  1.509557406347e-01  1.510376386288e-01 
 7.800000000000e-08  2.303597216889e-01  2.282245386477e-01  2.282086769369e-01  2.283826873392e-01 
 8.000000000000e-08  3.236546176083e-01  3.206767894055e-01  3.212495499474e-01  3.215167864937e-01 
 8.200000000000e-08  4.117292748913e-01  4.081718836454e-01  4.096082175556e-01  4.099048080808e-01 
 8.400000000000e-08  4.751468657491e-01  4.721311751241e-01  4.738478138011e-01  4.740583569192e-01 
 8.600000000000e-08  4.999120272670e-01  4.994496214606e-01  4.997969500772e-01  4.998211019537e-01 
 8.800000000000e-08  4.805594395168e-01  4.831461855084e-01  4.816658205600e-01  4.814906262629e-01 
 9.000000000000e-08  4.213599441583e-01  4.250022706463e-01  4.233807225045e-01  4.230915879289e-01 
 9.200000000000e-08  3.353780302492e-01  3.385398087545e-01  3.377881341240e-01  3.375059542442e-01 
 9.400000000000e-08  2.415886867948e-01  2.438883819390e-01  2.438303308053e-01  2.436347198802e-01 
 9.600000000000e-08  1.606898917761e-01  1.621200662645e-01  1.623127358586e-01  1.622142388830e-01 
 9.800000000000e-08  1.105348619480e-01  1.111225198750e-01  1.112548583523e-01  1.112230564066e-01 
 1.000000000000e-07  1.021921010955e-01  1.019478459383e-01  1.018959587016e-01  1.019069611054e-01 
 1.020000000000e-07  1.375027382216e-01  1.364262679265e-01  1.362398547172e-01  1.363036065262e-01 
 1.040000000000e-07  2.086742164878e-01  2.067531794830e-01  2.066582191366e-01  2.068070854404e-01 
 1.060000000000e-07  2.999999999935e-01  2.972256511939e-01  2.976111258276e-01  2.978582898673e-01 
 1.080000000000e-07  3.913257835016e-01  3.878542854766e-01  3.890804243356e-01  3.893793142895e-01 
 1.100000000000e-07  4.624972617712e-01  4.591723982820e-01  4.609486713818e-01  4.611921933697e-01 
 1.120000000000e-07  4.978078989027e-01  4.965432578245e-01  4.973790191020e-01  4.974552495209e-01 
 1.140000000000e-07  4.894652707708e-01  4.914217139826e-01  4.902828644268e-01  4.901527001272e-01 
 0.000000000000e+00  3.000000000005e-01  8.711565383342e-04  8.904137315744e-04  2.617092094323e-03 
 2.000000000000e-09  4.117292309607e-01  4.072950464747e-01  4.090754203771e-01  4.094462285752e-01 
 4.000000000000e-09  4.853377187931e-01  4.820978961292e-01  4.840458121366e-01  4.842619911346e-01 
 6.000000000000e-09  4.957110844301e-01  4.971429922568e-01  4.963425184095e-01  4.962448155548e-01 
 8.000000000000e-09  4.393100534708e-01  4.437864059715e-01  4.415990017526e-01  4.412602141251e-01 
 1.000000000000e-08  3.353780163480e-01  3.393445752711e-01  3.383915240061e-01  3.380379522147e-01 
 1.200000000000e-08  2.193754023272e-01  2.219829412144e-01  2.220346023336e-01  2.218208687338e-01 
 1.400000000000e-08  1.308809842580e-01  1.321447286025e-01  1.323830095554e-01  1.323062807985e-01 
 1.600000000000e-08  1.000880513246e-01  1.000470767001e-01  1.000448774888e-01  1.000453537792e-01 
 1.800000000000e-08  1.375028021003e-01  1.361626747206e-01  1.359314431043e-01  1.360102798144e-01 
 2.000000000000e-08  2.303597490600e-01  2.276989080507e-01  2.276766246052e-01  2.278927652842e-01 
 2.200000000000e-08  3.469771577680e-01  3.430302442719e-01  3.439946311576e-01  3.443477463083e-01 
 2.400000000000e-08  4.475664944183e-01  4.431886461928e-01  4.453476917339e-01  4.456850673592e-01 
 2.600000000000e-08  4.978078211367e-01  4.961635024638e-01  4.972609320323e-01  4.973594313970e-01 
 2.800000000000e-08  4.805593685365e-01  4.837460730325e-01  4.819326905472e-01  4.817164392936e-01 
 3.000000000000e-08  4.017061125144e-01  4.062288047932e-01  4.044176546812e-01  4.040451844065e-01 
 3.200000000000e-08  2.881518873922e-01  2.915899693135e-01  2.911440354738e-01  2.908372651896e-01 
 3.400000000000e-08  1.786401035681e-01  1.807025284144e-01  1.809101715381e-01  1.807581273802e-01 
 3.600000000000e-08  1.105349364353e-01  1.112745251773e-01  1.114421856390e-01  1.114017890196e-01 
 3.800000000000e-08  1.070730946025e-01  1.065130980854e-01  1.063945367635e-01  1.064212972790e-01 
 4.000000000000e-08  1.694357191386e-01  1.675714971366e-01  1.673467065572e-01  1.674735032886e-01 
 4.200000000000e-08  2.763453916711e-01  2.731508003276e-01  2.734250040016e-01  2.737038236614e-01 
 4.400000000000e-08  3.913257475914e-01  3.870002093255e-01  3.885179017878e-01  3.888911753527e-01 
 4.600000000000e-08  4.751467968892e-01  4.713601843867e-01  4.735147800263e-01  4.737800825835e-01 
 4.800000000000e-08  4.992097506655e-01  4.996060689638e-01  4.994499570803e-01  4.994173744874e-01 
 5.000000000000e-08  4.553046027086e-01  4.595386803117e-01  4.573220991913e-01  4.570150360606e-01 
 5.200000000000e-08  3.584112902611e-01  3.626112601494e-01  3.613695938585e-01  3.610015428066e-01 
 5.400000000000e-08  2.415887097652e-01  2.444726580525e-01  2.443956528948e-01  2.441497598427e-01 
 5.600000000000e-08  1.446953973084e-01  1.462232914518e-01  1.464734833439e-01  1.463744674529e-01 
 5.800000000000e-08  1.007902493370e-01  1.010090207391e-01  1.010673847511e-01  1.010551927371e-01 
 6.000000000000e-08  1.248532030974e-01  1.237736333803e-01  1.235671036391e-01  1.236261717140e-01 
 6.200000000000e-08  2.086742523843e-01  2.062803306401e-01  2.061603571667e-01  2.063451502063e-01 
 6.400000000000e-08  3.236546083019e-01  3.199445950951e-01  3.206505966216e-01  3.209834903893e-01 
 6.600000000000e-08  4.305642808407e-01  4.261041195246e-01  4.281071800950e-01  4.284662278702e-01 
 6.800000000000e-08  4.929269053907e-01  4.904071614761e-01  4.919986767782e-01  4.921587331374e-01 
 7.000000000000e-08  4.894650635732e-01  4.918471114989e-01  4.904766146572e-01  4.903169834592e-01 
 7.200000000000e-08  4.213598964531e-01  4.259213798974e-01  4.238814765608e-01  4.235207912481e-01 
 7.400000000000e-08  3.118481126351e-01  3.155569531694e-01  3.148727651842e-01  3.145400332751e-01 
 7.600000000000e-08  1.982938875092e-01  2.006274640891e-01  2.007732954652e-01  2.005911311559e-01 
 7.800000000000e-08  1.194406314752e-01  1.204417332914e-01  1.206514077899e-01  1.205941108823e-01 
 8.000000000000e-08  1.021921788591e-01  1.018916685679e-01  1.018293817163e-01  1.018425874200e-01 
 8.200000000000e-08  1.524335055635e-01  1.508319275473e-01  1.505932401612e-01  1.506946659623e-01 
 8.400000000000e-08  2.530228422054e-01  2.500945577530e-01  2.502029440597e-01  2.504508625356e-01 
 8.600000000000e-08  3.696402509144e-01  3.654833516422e-01  3.667225858330e-01  3.670896533883e-01 
 8.800000000000e-08  4.624971978843e-01  4.583361808232e-01  4.605544701107e-01  4.608605121903e-01 
 9.000000000000e-08  4.999119486747e-01  4.992591918942e-01  4.997568931646e-01  4.997904721805e-01 
 9.200000000000e-08  4.691190157566e-01  4.729269889696e-01  4.708297525311e-01  4.705638377367e-01 
 9.400000000000e-08  3.806245976979e-01  3.850173598725e-01  3.834823794158e-01  3.831076283535e-01 
 9.600000000000e-08  2.646219836787e-01  2.677836093950e-01  2.675410484097e-01  2.672636557087e-01 
 9.800000000000e-08  1.606899465489e-01  1.624839245541e-01  1.627253164445e-01  1.626011155687e-01 
 1.000000000000e-07  1.042889155756e-01  1.047678095825e-01  1.048839606047e-01  1.048583833803e-01 
 1.020000000000e-07  1.146622811966e-01  1.138426694349e-01  1.136748195916e-01  1.137166757022e-01 
 1.040000000000e-07  1.882707690167e-01  1.861424625941e-01  1.859558858743e-01  1.861106618073e-01 
 1.060000000000e-07  2.999999999864e-01  2.965432166297e-01  2.970171485911e-01  2.973248245193e-01 
 1.080000000000e-07  4.117292309604e-01  4.072950464748e-01  4.090749443583e-01  4.094458709794e-01 
 1.100000000000e-07  4.853377187930e-01  4.820978961292e-01  4.840455627321e-01  4.842618149617e-01 
 1.120000000000e-07  4.957110844299e-01  4.971429922572e-01  4.963426268768e-01  4.962448946316e-01 
 1.140000000000e-07  4.393102058126e-01  4.437865704543e-01  4.415995705746e-01  4.412606729504e-01 
 0.000000000000e+00  3.000000000005e-01  8.711559257437e-04  8.904132242840e-04  2.617091747732e-03 
 2.000000000000e-09  4.305642181913e-01  4.252236089826e-01  4.276109832368e-01  4.280424785119e-01 
 4.000000000000e-09  4.978077262340e-01  4.957612890233e-01  4.971384797300e-01  4.972605326646e-01 
 6.000000000000e-09  4.691189346260e-01  4.736511059418e-01  4.711613063676e-01  4.708450543337e-01 
 8.000000000000e-09  3.584112622493e-01  3.634695683449e-01  3.619608942332e-01  3.615185685765e-01 
 1.000000000000e-08  2.193754410193e-01  2.225145789489e-01  2.225732602089e-01  2.223151276529e-01 
 1.200000000000e-08  1.194407181063e-01  1.206483085808e-01  1.209022373675e-01  1.208326015134e-01 
 1.400000000000e-08  1.070731871585e-01  1.064070472482e-01  1.062677412428e-01  1.062991517480e-01 
 1.600000000000e-08  1.882708226101e-01  1.857248924106e-01  1.855009267779e-01  1.856852161640e-01 
 1.800000000000e-08  3.236545969407e-01  3.192171335528e-01  3.200527864938e-01  3.204508349203e-01 
 2.000000000000e-08  4.475664236129e-01  4.423182311736e-01  4.448971388162e-01  4.453033121212e-01 
 2.200000000000e-08  4.999118527639e-01  4.990410352699e-01  4.997123902445e-01  4.997567284531e-01 
 2.400000000000e-08  4.553045282071e-01  4.603683322214e-01  4.577167105291e-01  4.573504335825e-01 
 2.600000000000e-08  3.353779993872e-01  3.401552955017e-01  3.389957782454e-01  3.385703699557e-01 
 2.800000000000e-08  1.982939363148e-01  2.011032976688e-01  2.012763814396e-01  2.010562482113e-01 
 3.000000000000e-08  1.105350273378e-01  1.114285654038e-01  1.116325247274e-01  1.115832634328e-01 
 3.200000000000e-08  1.146623701102e-01  1.136848440836e-01  1.134862547339e-01  1.135356982666e-01 
 3.400000000000e-08  2.086742961880e-01  2.058103785320e-01  2.056648822959e-01  2.058851041523e-01 
 3.600000000000e-08  3.469771352181e-01  3.422565707302e-01  3.433994277414e-01  3.438220638688e-01 
 3.800000000000e-08  4.624971199161e-01  4.574992069915e-01  4.601576777651e-01  4.605268152820e-01 
 4.000000000000e-08  4.992096550930e-01  4.995910399122e-01  4.994844182779e-01  4.994494102879e-01 
 4.200000000000e-08  4.393099866439e-01  4.446804457424e-01  4.420498426187e-01  4.416447928739e-01 
 4.400000000000e-08  3.118481069633e-01  3.163146623624e-01  3.154803888086e-01  3.150797612970e-01 
 4.600000000000e-08  1.786401618022e-01  1.811233021166e-01  1.813721217801e-01  1.811882181892e-01 
 4.800000000000e-08  1.042890094731e-01  1.048695517644e-01  1.050118604813e-01  1.049804651115e-01 
 5.000000000000e-08  1.248532871205e-01  1.235640341600e-01  1.233186069963e-01  1.233886112857e-01 
 5.200000000000e-08  2.303597824592e-01  2.271764603538e-01  2.271464225584e-01  2.274042164696e-01 
 5.400000000000e-08  3.696402174920e-01  3.646684453080e-01  3.661391370391e-01  3.665787985347e-01 
 5.600000000000e-08  4.751467128541e-01  4.705843034711e-01  4.731783784374e-01  4.734992911105e-01 
 5.800000000000e-08  4.957109905375e-01  4.973380851122e-01  4.964556086411e-01  4.963423151339e-01 
