 time                v(vi1)              v(vo1)              v(vo2)              v(vo3)             
 6.000000000000e-08  4.213598382393e-01  4.268431291678e-01  4.243803892079e-01  4.239484844532e-01 
 6.200000000000e-08  2.881518930889e-01  2.922919001544e-01  2.917467513470e-01  2.913770222910e-01 
 6.400000000000e-08  1.606900133937e-01  1.628503394820e-01  1.631405074385e-01  1.629901754679e-01 
 6.600000000000e-08  1.007903449117e-01  1.010586448440e-01  1.011317834175e-01  1.011164951128e-01 
 6.800000000000e-08  1.375028800534e-01  1.359012597157e-01  1.356255823528e-01  1.357192023596e-01 
 7.000000000000e-08  2.530228647313e-01  2.495196623330e-01  2.496448786614e-01  2.499407307785e-01 
 7.200000000000e-08  3.913257037658e-01  3.861515328485e-01  3.879544768344e-01  3.884020923633e-01 
 7.400000000000e-08  4.853376298702e-01  4.814141577924e-01  4.837759527402e-01  4.840385052609e-01 
 7.600000000000e-08  4.894649726789e-01  4.922447514839e-01  4.906663517646e-01  4.904784827777e-01 
 7.800000000000e-08  4.017060637302e-01  4.071487973824e-01  4.049566787691e-01  4.045099453741e-01 
 8.000000000000e-08  2.646220006640e-01  2.684286810111e-01  2.681299595643e-01  2.677954318264e-01 
 8.200000000000e-08  1.446954718258e-01  1.465359575535e-01  1.468376862517e-01  1.467176996483e-01 
 8.400000000000e-08  1.000881472346e-01  1.000447187794e-01  1.000452067137e-01  1.000451380945e-01 
 8.600000000000e-08  1.524335763520e-01  1.505186076233e-01  1.502335023810e-01  1.503540853543e-01 
 8.800000000000e-08  2.763454030076e-01  2.725238272743e-01  2.728456364626e-01  2.731786407894e-01 
 9.000000000000e-08  4.117291773469e-01  4.064232279011e-01  4.085408041814e-01  4.089860472057e-01 
 9.200000000000e-08  4.929268128281e-01  4.898482923091e-01  4.918006357805e-01  4.919962496238e-01 
 9.400000000000e-08  4.805592819162e-01  4.843239998444e-01  4.821959581387e-01  4.819396871290e-01 
 9.600000000000e-08  3.806245590284e-01  3.859139038094e-01  3.840521635562e-01  3.836022068922e-01 
 9.800000000000e-08  2.415887378005e-01  2.450607873412e-01  2.449633618171e-01  2.446665580290e-01 
 1.000000000000e-07  1.308810654018e-01  1.324041492034e-01  1.326923344830e-01  1.325992202391e-01 
 1.020000000000e-07  1.021922737584e-01  1.018374294681e-01  1.017657504672e-01  1.017809434711e-01 
 1.040000000000e-07  1.694357817693e-01  1.672061368339e-01  1.669367115856e-01  1.670876260170e-01 
 1.060000000000e-07  2.999999999740e-01  2.958650935153e-01  2.964245010799e-01  2.967921750927e-01 
 1.080000000000e-07  4.305642181908e-01  4.252236089829e-01  4.276104457239e-01  4.280420802207e-01 
 1.100000000000e-07  4.978077262337e-01  4.957612890234e-01  4.971383394151e-01  4.972604367202e-01 
 1.120000000000e-07  4.691189346258e-01  4.736511059416e-01  4.711616746253e-01  4.708453215514e-01 
 1.140000000000e-07  3.584113541274e-01  3.634696654721e-01  3.619616144959e-01  3.615191468480e-01 
 0.000000000000e+00  3.000000000028e-01  8.711553122892e-04  8.904127169223e-04  2.617091400925e-03 
 2.000000000000e-09  4.475663400742e-01  4.414502336457e-01  4.444445281965e-01  4.449198661840e-01 
 4.000000000000e-09  4.992095423381e-01  4.995458720386e-01  4.995143531261e-01  4.994782862638e-01 
 6.000000000000e-09  4.213597695626e-01  4.277669754666e-01  4.248771367101e-01  4.243744368326e-01 
 8.000000000000e-09  2.646220207078e-01  2.690781752330e-01  2.687201726892e-01  2.683280210046e-01 
 1.000000000000e-08  1.308811611368e-01  1.326658083786e-01  1.330040745210e-01  1.328942697636e-01 
 1.200000000000e-08  1.070732963539e-01  1.063029581473e-01  1.061438731402e-01  1.061797050866e-01 
 1.400000000000e-08  2.086743478630e-01  2.053432940880e-01  2.051717957245e-01  2.054269530295e-01 
 1.600000000000e-08  3.696401780560e-01  3.638588265261e-01  3.655558404305e-01  3.660677897522e-01 
 1.800000000000e-08  4.853375249581e-01  4.807213628573e-01  4.835027993976e-01  4.838125981316e-01 
 2.000000000000e-08  4.805591797242e-01  4.848785029837e-01  4.824548997521e-01  4.821598545738e-01 
 2.200000000000e-08  3.584112292058e-01  3.643341939763e-01  3.625523856370e-01  3.620355050636e-01 
 2.400000000000e-08  1.982939938992e-01  2.015822463913e-01  2.017820919919e-01  2.015234349528e-01 
 2.600000000000e-08  1.042891202535e-01  1.049732764490e-01  1.051427505899e-01  1.051052956420e-01 
 2.800000000000e-08  1.375029720186e-01  1.356420130339e-01  1.353227850396e-01  1.354308445423e-01 
 3.000000000000e-08  2.763454163773e-01  2.719006938671e-01  2.722685187245e-01  2.726550713887e-01 
 3.200000000000e-08  4.305641442747e-01  4.243472026836e-01  4.271127624471e-01  4.276170136072e-01 
 3.400000000000e-08  4.999117396090e-01  4.987964525295e-01  4.996633868741e-01  4.997198331911e-01 
 3.600000000000e-08  4.393099078054e-01  4.455720471638e-01  4.424980344123e-01  4.420273362467e-01 
 3.800000000000e-08  2.881518998143e-01  2.929988179680e-01  2.923504893078e-01  2.919173400038e-01 
 4.000000000000e-08  1.446955597434e-01  1.468510109973e-01  1.472044925387e-01  1.470631608277e-01 
 4.200000000000e-08  1.021923857186e-01  1.017851272892e-01  1.017051295661e-01  1.017220905816e-01 
 4.400000000000e-08  1.882708858350e-01  1.853099571527e-01  1.850480828216e-01  1.852614824095e-01 
 4.600000000000e-08  3.469771086092e-01  3.414879211837e-01  3.428047539351e-01  3.432965217718e-01 
 4.800000000000e-08  4.751466137084e-01  4.698043226110e-01  4.728388430501e-01  4.732161399718e-01 
 5.000000000000e-08  4.894648654440e-01  4.926136388794e-01  4.908517734219e-01  4.906369483043e-01 
 5.200000000000e-08  3.806245134110e-01  3.868164790195e-01  3.846209510279e-01  3.840958168650e-01 
 5.400000000000e-08  2.193754866721e-01  2.230496956741e-01  2.231144425581e-01  2.228113108219e-01 
 5.600000000000e-08  1.105351345850e-01  1.115846464880e-01  1.118258809572e-01  1.117674817809e-01 
 5.800000000000e-08  1.248533862477e-01  1.233565102125e-01  1.230729559959e-01  1.231536148396e-01 
 6.000000000000e-08  2.530228913028e-01  2.489482377183e-01  2.490887732160e-01  2.494320197423e-01 
 6.200000000000e-08  4.117291140896e-01  4.055564110519e-01  4.080057464291e-01  4.085252928149e-01 
 6.400000000000e-08  4.978076142674e-01  4.953381066235e-01  4.970116094301e-01  4.971585124776e-01 
 6.600000000000e-08  4.553044403141e-01  4.611891929879e-01  4.581085763264e-01  4.576837877748e-01 
 6.800000000000e-08  3.118481002762e-01  3.170779371152e-01  3.160892231407e-01  3.156201881339e-01 
 7.000000000000e-08  1.606900922597e-01  1.632193321429e-01  1.635585706317e-01  1.633816460614e-01 
 7.200000000000e-08  1.000882603882e-01  1.000442928090e-01  1.000485106605e-01  1.000476836811e-01 
 7.400000000000e-08  1.694358556566e-01  1.668432203617e-01  1.665297014859e-01  1.667042875193e-01 
 7.600000000000e-08  3.236545835324e-01  3.184943228022e-01  3.194553307048e-01  3.199181891368e-01 
 7.800000000000e-08  4.624970279283e-01  4.566619628741e-01  4.597578328117e-01  4.601907598660e-01 
 8.000000000000e-08  4.957108797649e-01  4.975020879594e-01  4.965642326632e-01  4.964366953067e-01 
 8.200000000000e-08  4.017060061791e-01  4.080735798393e-01  4.054942180621e-01  4.049734163775e-01 
 8.400000000000e-08  2.415887708811e-01  2.456528316306e-01  2.455327985495e-01  2.451845581697e-01 
 8.600000000000e-08  1.194408203148e-01  1.208570087214e-01  1.211563075539e-01  1.210740008872e-01 
 8.800000000000e-08  1.146624750078e-01  1.135290260053e-01  1.133004128249e-01  1.133572052966e-01 
 9.000000000000e-08  2.303598218586e-01  2.266571584477e-01  2.266183336613e-01  2.269172693902e-01 
 9.200000000000e-08  3.913256520563e-01  3.853081875817e-01  3.873905857701e-01  3.879123934603e-01 
 9.400000000000e-08  4.929267036226e-01  4.892745477571e-01  4.915986094386e-01  4.918309059371e-01 
 9.600000000000e-08  4.691188389114e-01  4.743589784235e-01  4.714899467267e-01  4.711241629947e-01 
 9.800000000000e-08  3.353779793815e-01  3.409720821877e-01  3.396008664396e-01  3.391031854225e-01 
 1.000000000000e-07  1.786402305095e-01  1.815468933114e-01  1.818369164196e-01  1.816206319917e-01 
 1.020000000000e-07  1.007904576701e-01  1.011102157833e-01  1.011991804449e-01  1.011805725201e-01 
 1.040000000000e-07  1.524336598646e-01  1.502075775130e-01  1.498764704736e-01  1.500158495420e-01 
 1.060000000000e-07  2.999999999549e-01  2.951912115283e-01  2.958331988416e-01  2.962603564755e-01 
 1.080000000000e-07  4.475663400742e-01  4.414502336469e-01  4.444439508425e-01  4.449194440288e-01 
 1.100000000000e-07  4.992095423380e-01  4.995458720387e-01  4.995143897938e-01  4.994783169261e-01 
 1.120000000000e-07  4.213597695629e-01  4.277669754665e-01  4.248777675257e-01  4.243749059288e-01 
 1.140000000000e-07  2.646219449755e-01  2.690780992504e-01  2.687207943378e-01  2.683285204262e-01 
 0.000000000000e+00  3.000000000005e-01  8.711546994124e-04  8.904122098857e-04  2.617091054191e-03 
 2.000000000000e-09  4.624969219881e-01  4.558248743583e-01  4.593559408086e-01  4.598530624054e-01 
 4.000000000000e-09  4.894647419504e-01  4.929531685696e-01  4.910328593535e-01  4.907923699539e-01 
 6.000000000000e-09  3.584111911575e-01  3.652052103279e-01  3.631435085366e-01  3.625519246979e-01 
 8.000000000000e-09  1.786403096405e-01  1.819733308526e-01  1.823035967827e-01  1.820545248352e-01 
 1.000000000000e-08  1.000883907000e-01  1.000457992088e-01  1.000547845721e-01  1.000529859531e-01 
 1.200000000000e-08  1.882709586422e-01  1.848976349277e-01  1.845980660756e-01  1.848400916806e-01 
 1.400000000000e-08  3.696401326346e-01  3.630544084070e-01  3.649724241138e-01  3.655564138954e-01 
 1.600000000000e-08  4.929265778555e-01  4.886872285009e-01  4.913928301366e-01  4.916628554648e-01 
 1.800000000000e-08  4.553043390962e-01  4.619997509574e-01  4.584969236913e-01  4.580145446739e-01 
 2.000000000000e-08  2.881519075659e-01  2.937108221642e-01  2.929555334195e-01  2.924584479931e-01 
 2.200000000000e-08  1.308812713921e-01  1.329297182218e-01  1.333189956316e-01  1.331921198975e-01 
 2.400000000000e-08  1.146625958096e-01  1.133752104075e-01  1.131177123860e-01  1.131815868132e-01 
 2.600000000000e-08  2.530229218971e-01  2.483802386668e-01  2.485348141426e-01  2.489248906063e-01 
 2.800000000000e-08  4.305640591448e-01  4.234749639411e-01  4.266131923003e-01  4.271903255978e-01 
 3.000000000000e-08  4.992094124857e-01  4.994714986097e-01  4.995397940234e-01  4.995040283753e-01 
 3.200000000000e-08  4.017059399063e-01  4.090028796550e-01  4.060300292558e-01  4.054354236042e-01 
 3.400000000000e-08  2.193755392530e-01  2.235883410755e-01  2.236575306174e-01  2.233088875608e-01 
 3.600000000000e-08  1.042892478335e-01  1.050789876076e-01  1.052766547408e-01  1.052328949267e-01 
 3.800000000000e-08  1.524337560367e-01  1.498988243890e-01  1.495225238090e-01  1.496803050440e-01 
 4.000000000000e-08  3.236545680853e-01  3.177760836609e-01  3.188594636270e-01  3.193865429814e-01 
 4.200000000000e-08  4.751464995251e-01  4.690209478556e-01  4.724961602590e-01  4.729306098669e-01 
 4.400000000000e-08  4.805590620388e-01  4.854082858954e-01  4.827101600235e-01  4.823774160667e-01 
 4.600000000000e-08  3.353779563482e-01  3.417950475286e-01  3.402054963124e-01  3.396353875154e-01 
 4.800000000000e-08  1.606901830892e-01  1.635909243148e-01  1.639792470666e-01  1.637752926080e-01 
 5.000000000000e-08  1.021925146554e-01  1.017347608142e-01  1.016474361018e-01  1.016659512595e-01 
 5.200000000000e-08  2.086744073686e-01  2.048790491340e-01  2.046807879042e-01  2.049704325305e-01 
 5.400000000000e-08  3.913255925005e-01  3.844701034786e-01  3.868266635666e-01  3.874224069568e-01 
 5.600000000000e-08  4.978074853230e-01  4.948954032216e-01  4.968805599252e-01  4.970535282228e-01 
 5.800000000000e-08  4.393098170164e-01  4.464600954029e-01  4.429438518709e-01  4.424080573415e-01 
 6.000000000000e-08  2.646220437969e-01  2.697321734144e-01  2.693128559153e-01  2.688623825264e-01 
 6.200000000000e-08  1.194409380246e-01  1.210678424975e-01  1.214130820730e-01  1.213178152056e-01 
 6.400000000000e-08  1.248535004034e-01  1.231510545654e-01  1.228301866830e-01  1.229212182605e-01 
 6.600000000000e-08  2.763454317686e-01  2.712813440348e-01  2.716925179809e-01  2.721321808157e-01 
 6.800000000000e-08  4.475662438639e-01  4.405848637844e-01  4.439893314863e-01  4.445343345042e-01 
 7.000000000000e-08  4.957107521965e-01  4.976352268141e-01  4.966683613909e-01  4.965279364395e-01 
 7.200000000000e-08  3.806244608819e-01  3.877250455184e-01  3.851894027450e-01  3.845889693535e-01 
 7.400000000000e-08  1.982940602205e-01  2.020643482579e-01  2.022905919800e-01  2.019928280398e-01 
 7.600000000000e-08  1.007905875275e-01  1.011637356661e-01  1.012695152457e-01  1.012473680281e-01 
 7.800000000000e-08  1.694359407434e-01  1.664827308654e-01  1.661252297080e-01  1.663230942125e-01 
 8.000000000000e-08  3.469770779597e-01  3.407242084115e-01  3.422104325211e-01  3.427709796474e-01 
 8.200000000000e-08  4.853374041348e-01  4.800205311546e-01  4.832256318933e-01  4.835837531548e-01 
 8.400000000000e-08  4.691187286866e-01  4.750489881987e-01  4.718146479708e-01  4.714004288777e-01 
 8.600000000000e-08  3.118480925812e-01  3.178468908960e-01  3.166989304206e-01  3.161610449711e-01 
 8.800000000000e-08  1.446956609966e-01  1.471684681036e-01  1.475744745366e-01  1.474113598737e-01 
 9.000000000000e-08  1.070734221058e-01  1.062008278671e-01  1.060228430219e-01  1.060628749422e-01 
 9.200000000000e-08  2.303598672273e-01  2.261409664185e-01  2.260926153397e-01  2.264321487259e-01 
 9.400000000000e-08  4.117290412359e-01  4.046945709858e-01  4.074693377187e-01  4.080632759708e-01 
 9.600000000000e-08  4.999116092956e-01  4.985267936215e-01  4.996098870725e-01  4.996797865027e-01 
 9.800000000000e-08  4.213596904763e-01  4.286922709020e-01  4.253728356840e-01  4.247994890109e-01 
 1.000000000000e-07  2.415888089834e-01  2.462488551381e-01  2.461044212484e-01  2.457041401908e-01 
 1.020000000000e-07  1.105352580968e-01  1.117427745725e-01  1.120222598017e-01  1.119544462289e-01 
 1.040000000000e-07  1.375030779258e-01  1.353849250789e-01  1.350224494922e-01  1.351446610882e-01 
 1.060000000000e-07  2.999999999264e-01  2.945215028177e-01  2.952432569598e-01  2.957293833033e-01 
 1.080000000000e-07  4.624969219883e-01  4.558248743607e-01  4.593553492258e-01  4.598526354685e-01 
 1.100000000000e-07  4.894647419505e-01  4.929531685697e-01  4.910331285435e-01  4.907925667237e-01 
 1.120000000000e-07  3.584111911575e-01  3.652052103278e-01  3.631443401532e-01  3.625525670960e-01 
 1.140000000000e-07  1.786399708363e-01  1.819729905654e-01  1.823038590004e-01  1.820547132227e-01 
 0.000000000000e+00  3.000000000005e-01  8.711540859958e-04  8.904117025977e-04  2.617090707385e-03 
 2.000000000000e-09  4.751463703876e-01  4.682348096732e-01  4.721505708447e-01  4.726428628484e-01 
 4.000000000000e-09  4.691186040328e-01  4.757195943605e-01  4.721353774035e-01  4.716738363431e-01 
 6.000000000000e-09  2.881519163399e-01  2.944280156450e-01  2.935618629099e-01  2.930003287135e-01 
 8.000000000000e-09  1.194410711504e-01  1.212808189750e-01  1.216726751983e-01  1.215641456819e-01 
 1.000000000000e-08  1.375031976961e-01  1.351299865278e-01  1.347255325519e-01  1.348615285723e-01 
 1.200000000000e-08  3.236545506076e-01  3.170623396326e-01  3.182645972851e-01  3.188554268618e-01 
 1.400000000000e-08  4.853372674888e-01  4.793125898879e-01  4.829454229271e-01  4.833526459698e-01 
