 time             v(vi)            v(vo)           
 3.990000000e-08  3.103446966e-01  3.323184212e-01 
 4.190000000e-08  7.482040796e-01  5.366585009e-01 
 4.390000000e-08  8.153609458e-01  8.992190842e-01 
 4.590000000e-08  3.438383176e-01  5.142416970e-01 
 4.790000000e-08  5.130545308e-01  3.445031587e-01 
 4.990000000e-08  8.997492981e-01  8.137548903e-01 
 5.190000000e-08  5.366794074e-01  7.500220619e-01 
 5.390000000e-08  3.319913122e-01  3.106738285e-01 
 5.590000000e-08  7.976765939e-01  5.966049736e-01 
 5.790000000e-08  7.689109445e-01  8.912133622e-01 
 5.990000000e-08  3.176513701e-01  4.579068131e-01 
 6.190000000e-08  5.726319658e-01  3.811533195e-01 
 6.390000000e-08  8.960685959e-01  8.513992072e-01 
 6.590000000e-08  4.789477593e-01  6.945289806e-01 
 6.790000000e-08  3.646120863e-01  3.009571660e-01 
 6.990000000e-08  8.390537851e-01  6.566536408e-01 
 7.190000000e-08  7.155457873e-01  8.712980668e-01 
 1.900000000e-09  8.813381241e-01  8.678021133e-01 
 3.900000000e-09  3.825983719e-01  6.017813373e-01 
 5.900000000e-09  5.101445484e-01  3.314393245e-01 
 7.900000000e-09  8.965441007e-01  8.354586339e-01 
 9.900000000e-09  4.286628805e-01  6.623597398e-01 
 1.190000000e-08  4.543671069e-01  3.102685991e-01 
 1.390000000e-08  8.996105452e-01  7.937328208e-01 
 1.590000000e-08  4.817400577e-01  7.203032254e-01 
 1.790000000e-08  4.045519510e-01  3.009559916e-01 
 1.990000000e-08  8.904102821e-01  7.441692812e-01 
 2.190000000e-08  5.396589065e-01  7.732083764e-01 
 2.390000000e-08  3.627385876e-01  3.039229247e-01 
 2.590000000e-08  8.693199562e-01  6.887610593e-01 
 2.790000000e-08  6.000487523e-01  8.189025639e-01 
 2.990000000e-08  3.306378166e-01  3.190857396e-01 
 3.190000000e-08  8.372027489e-01  6.297367881e-01 
 3.390000000e-08  6.604362713e-01  8.555332806e-01 
 3.590000000e-08  3.095666551e-01  3.458549169e-01 
 3.790000000e-08  7.953755156e-01  5.694733581e-01 
 3.990000000e-08  7.183491256e-01  8.816408764e-01 
 4.190000000e-08  3.003860582e-01  3.831525791e-01 
 4.390000000e-08  7.455475716e-01  5.104057765e-01 
 4.590000000e-08  7.714171039e-01  8.962081420e-01 
 4.790000000e-08  3.034676625e-01  4.294525272e-01 
