 time            v(vop)         
 2.02500000e-06  3.62737430e-01 
 2.12500000e-06  3.90546261e-01 
 2.22500000e-06  3.31161056e-01 
 2.32500000e-06  2.37538167e-01 
 2.42500000e-06  1.93006273e-01 
 2.52500000e-06  2.36911500e-01 
 2.62500000e-06  3.30280520e-01 
 2.72500000e-06  3.90330244e-01 
 2.82500000e-06  3.63466598e-01 
 2.92500000e-06  2.73526485e-01 
 3.02500000e-06  2.00708502e-01 
 3.12500000e-06  2.09575689e-01 
 3.22500000e-06  2.92126165e-01 
 3.32500000e-06  3.75225710e-01 
 3.42500000e-06  3.84961790e-01 
 3.50000000e-06  3.16047874e-01 
 1.25000000e-07  3.84501844e-01 
 2.25000000e-07  3.63538422e-01 
 3.25000000e-07  2.54876136e-01 
 4.25000000e-07  1.93006519e-01 
 5.25000000e-07  2.54000881e-01 
 6.25000000e-07  3.62664007e-01 
 7.25000000e-07  3.85001727e-01 
 8.25000000e-07  2.93081882e-01 
 9.25000000e-07  2.00734900e-01 
 1.02500000e-06  2.21836540e-01 
 1.12500000e-06  3.30193225e-01 
 1.22500000e-06  3.92358422e-01 
 1.32500000e-06  3.31248778e-01 
 1.42500000e-06  2.22451412e-01 
 1.52500000e-06  2.00420342e-01 
 1.62500000e-06  2.92040054e-01 
 1.72500000e-06  3.84501944e-01 
 1.82500000e-06  3.63538549e-01 
 1.92500000e-06  2.54874794e-01 
 2.02500000e-06  1.93006445e-01 
 2.12500000e-06  2.54001058e-01 
 2.22500000e-06  3.62663826e-01 
 2.32500000e-06  3.85001395e-01 
 2.42500000e-06  2.93081388e-01 
 2.52500000e-06  2.00734748e-01 
 2.62500000e-06  2.21835833e-01 
 2.72500000e-06  3.30193291e-01 
 2.82500000e-06  3.92356545e-01 
 2.92500000e-06  3.31248582e-01 
 3.02500000e-06  2.22451757e-01 
 3.12500000e-06  2.00420945e-01 
 3.22500000e-06  2.92039481e-01 
 3.32500000e-06  3.84501668e-01 
 3.42500000e-06  3.63538063e-01 
 3.50000000e-06  2.58488057e-01 
 1.25000000e-07  3.90286066e-01 
 2.25000000e-07  3.31336317e-01 
 3.25000000e-07  2.10042674e-01 
 4.25000000e-07  2.21785245e-01 
 5.25000000e-07  3.47394841e-01 
 6.25000000e-07  3.85043920e-01 
 7.25000000e-07  2.73690771e-01 
 8.25000000e-07  1.93006767e-01 
 9.25000000e-07  2.72553358e-01 
 1.02500000e-06  3.84459578e-01 
 1.12500000e-06  3.48551145e-01 
 1.22500000e-06  2.22503791e-01 
 1.32500000e-06  2.09498160e-01 
 1.42500000e-06  3.30105385e-01 
 1.52500000e-06  3.90588376e-01 
 1.62500000e-06  2.93169117e-01 
 1.72500000e-06  1.95009899e-01 
 1.82500000e-06  2.53927752e-01 
 1.92500000e-06  3.75105508e-01 
 2.02500000e-06  3.63611010e-01 
 2.12500000e-06  2.37665772e-01 
 2.22500000e-06  2.00395044e-01 
 2.32500000e-06  3.11383097e-01 
 2.42500000e-06  3.92356746e-01 
 2.52500000e-06  3.12635045e-01 
 2.62500000e-06  2.00761368e-01 
 2.72500000e-06  2.36786204e-01 
 2.82500000e-06  3.62589787e-01 
 2.92500000e-06  3.75934082e-01 
 3.02500000e-06  2.54949150e-01 
 3.12500000e-06  1.94825898e-01 
 3.22500000e-06  2.91952923e-01 
 3.32500000e-06  3.90286067e-01 
 3.42500000e-06  3.31336134e-01 
 3.50000000e-06  2.13670783e-01 
 1.25000000e-07  3.92355586e-01 
 2.25000000e-07  2.93253890e-01 
 3.25000000e-07  1.93007245e-01 
 4.25000000e-07  2.91865776e-01 
 5.25000000e-07  3.92355138e-01 
 6.25000000e-07  2.93255942e-01 
 7.25000000e-07  1.93007244e-01 
