 time            v(vop)         
 3.95000000e-08  4.81175061e-01 
 4.15000000e-08  1.14619162e-01 
 4.35000000e-08  3.74706642e-01 
 4.55000000e-08  3.73623463e-01 
 4.75000000e-08  1.15647397e-01 
 4.95000000e-08  4.81180433e-01 
 5.15000000e-08  2.21650709e-01 
 5.35000000e-08  2.23415744e-01 
 5.55000000e-08  4.81175234e-01 
 5.75000000e-08  1.14611220e-01 
 5.95000000e-08  3.74734775e-01 
 6.15000000e-08  3.73658593e-01 
 6.35000000e-08  1.15657332e-01 
 6.55000000e-08  4.81177388e-01 
 6.75000000e-08  2.21717876e-01 
 6.95000000e-08  2.23382495e-01 
 7.15000000e-08  4.81149370e-01 
 7.35000000e-08  1.14726249e-01 
 3.50000000e-09  1.71952816e-01 
 5.50000000e-09  3.18599814e-01 
 7.50000000e-09  3.91247579e-01 
 9.50000000e-09  1.24224524e-01 
 1.15000000e-08  4.95130503e-01 
 1.35000000e-08  1.44400874e-01 
 1.55000000e-08  3.56347831e-01 
 1.75000000e-08  3.55215125e-01 
 1.95000000e-08  1.45950922e-01 
 2.15000000e-08  4.95110212e-01 
 2.35000000e-08  1.23041809e-01 
 2.55000000e-08  3.92070073e-01 
 2.75000000e-08  3.17211787e-01 
 2.95000000e-08  1.73452151e-01 
 3.15000000e-08  4.87531133e-01 
 3.35000000e-08  1.08256572e-01 
 3.55000000e-08  4.24234734e-01 
 3.75000000e-08  2.78278614e-01 
 3.95000000e-08  2.05824551e-01 
 4.15000000e-08  4.72653058e-01 
 4.35000000e-08  1.00941558e-01 
 4.55000000e-08  4.51463799e-01 
 4.75000000e-08  2.40032993e-01 
 4.95000000e-08  2.41760076e-01 
 5.15000000e-08  4.51012979e-01 
 5.35000000e-08  1.01246368e-01 
 5.55000000e-08  4.72817823e-01 
 5.75000000e-08  2.04279087e-01 
 5.95000000e-08  2.79960916e-01 
 6.15000000e-08  4.23618054e-01 
 6.35000000e-08  1.09032006e-01 
 6.55000000e-08  4.87598391e-01 
 6.75000000e-08  1.71899014e-01 
 6.95000000e-08  3.18564678e-01 
 7.15000000e-08  3.91255177e-01 
 7.35000000e-08  1.24219450e-01 
 3.50000000e-09  1.33012679e-01 
 5.50000000e-09  4.08669431e-01 
 7.50000000e-09  2.59001467e-01 
 9.50000000e-09  2.60494215e-01 
 1.15000000e-08  4.07838866e-01 
 1.35000000e-08  1.34383594e-01 
 1.55000000e-08  4.92087361e-01 
 1.75000000e-08  1.03783587e-01 
 1.95000000e-08  4.62920110e-01 
 2.15000000e-08  1.87597287e-01 
 2.35000000e-08  3.37666246e-01 
 2.55000000e-08  3.36210053e-01 
 2.75000000e-08  1.89404165e-01 
 2.95000000e-08  4.62552268e-01 
 3.15000000e-08  1.04375894e-01 
 3.35000000e-08  4.92209541e-01 
 3.55000000e-08  1.33012368e-01 
 3.75000000e-08  4.08669415e-01 
 3.95000000e-08  2.58852047e-01 
 4.15000000e-08  2.60778099e-01 
 4.35000000e-08  4.07846904e-01 
 4.55000000e-08  1.34522040e-01 
 4.75000000e-08  4.92122668e-01 
 4.95000000e-08  1.03768168e-01 
 5.15000000e-08  4.62901206e-01 
 5.35000000e-08  1.87401503e-01 
 5.55000000e-08  3.37685826e-01 
 5.75000000e-08  3.36255854e-01 
 5.95000000e-08  1.89510913e-01 
 6.15000000e-08  4.62552064e-01 
 6.35000000e-08  1.04376344e-01 
 6.55000000e-08  4.92209583e-01 
 6.75000000e-08  1.33012320e-01 
 6.95000000e-08  4.08669413e-01 
 7.15000000e-08  2.59002563e-01 
 7.35000000e-08  2.60853285e-01 
 3.50000000e-09  1.08541305e-01 
 5.50000000e-09  4.72617556e-01 
 7.50000000e-09  1.44532590e-01 
 9.50000000e-09  4.24142598e-01 
 1.15000000e-08  2.04206673e-01 
 1.35000000e-08  3.56442687e-01 
 1.55000000e-08  2.78310774e-01 
 1.75000000e-08  2.79867028e-01 
 1.95000000e-08  3.55136446e-01 
 2.15000000e-08  2.06313077e-01 
 2.35000000e-08  4.23397625e-01 
 2.55000000e-08  1.46307784e-01 
 2.75000000e-08  4.72364388e-01 
 2.95000000e-08  1.09427639e-01 
 3.15000000e-08  4.94828317e-01 
