 time            v(vop)         
 4.15000000e-08  4.73018459e-01 
 4.35000000e-08  4.42610471e-01 
 4.55000000e-08  2.63487611e-01 
 4.75000000e-08  1.05286252e-01 
 4.95000000e-08  1.07531136e-01 
 5.15000000e-08  2.64031037e-01 
 5.35000000e-08  4.35261268e-01 
 5.55000000e-08  4.77885447e-01 
 5.75000000e-08  3.43397246e-01 
 5.95000000e-08  1.54601778e-01 
 6.15000000e-08  8.39750561e-02 
 6.35000000e-08  1.90020138e-01 
 6.55000000e-08  3.75875912e-01 
 6.75000000e-08  4.82065163e-01 
 6.95000000e-08  4.14425645e-01 
 7.15000000e-08  2.24224113e-01 
 3.50000000e-09  4.81865462e-01 
 5.50000000e-09  3.23985356e-01 
 7.50000000e-09  1.15016291e-01 
 9.50000000e-09  1.18055308e-01 
 1.15000000e-08  3.21539806e-01 
 1.35000000e-08  4.77841863e-01 
 1.55000000e-08  3.98841441e-01 
 1.75000000e-08  1.70200643e-01 
 1.95000000e-08  8.72277254e-02 
 2.15000000e-08  2.44988240e-01 
 2.35000000e-08  4.46209650e-01 
 2.55000000e-08  4.54853161e-01 
 2.75000000e-08  2.43530260e-01 
 2.95000000e-08  8.60250358e-02 
 3.15000000e-08  1.73518777e-01 
 3.35000000e-08  3.91835209e-01 
 3.55000000e-08  4.81865193e-01 
 3.75000000e-08  3.23985032e-01 
 3.95000000e-08  1.15016019e-01 
 4.15000000e-08  1.18055832e-01 
 4.35000000e-08  3.21540555e-01 
 4.55000000e-08  4.77841619e-01 
 4.75000000e-08  3.98841229e-01 
 4.95000000e-08  1.70201028e-01 
 5.15000000e-08  8.72277212e-02 
 5.35000000e-08  2.44988170e-01 
 5.55000000e-08  4.46210067e-01 
 5.75000000e-08  4.54854798e-01 
 5.95000000e-08  2.43530280e-01 
 6.15000000e-08  8.60250129e-02 
 6.35000000e-08  1.73518778e-01 
 6.55000000e-08  3.91835244e-01 
 6.75000000e-08  4.81865328e-01 
 6.95000000e-08  3.23985048e-01 
 7.15000000e-08  1.15016066e-01 
 3.50000000e-09  4.65013624e-01 
 5.50000000e-09  2.23901165e-01 
 7.50000000e-09  8.41256281e-02 
 9.50000000e-09  2.64174363e-01 
 1.15000000e-08  4.71662867e-01 
 1.35000000e-08  3.81938304e-01 
 1.55000000e-08  1.26354322e-01 
 1.75000000e-08  1.30187212e-01 
 1.95000000e-08  3.74977203e-01 
 2.15000000e-08  4.78230381e-01 
 2.35000000e-08  2.63425958e-01 
 2.55000000e-08  8.34139769e-02 
 2.75000000e-08  2.26386008e-01 
 2.95000000e-08  4.55697731e-01 
 3.15000000e-08  4.15786557e-01 
 3.35000000e-08  1.54058608e-01 
 3.55000000e-08  1.08019637e-01 
 3.75000000e-08  3.39861505e-01 
 3.95000000e-08  4.83481463e-01 
 4.15000000e-08  3.04028341e-01 
 4.35000000e-08  9.04008458e-02 
 4.55000000e-08  1.90554138e-01 
 4.75000000e-08  4.33801651e-01 
 4.95000000e-08  4.43940506e-01 
 5.15000000e-08  1.86982388e-01 
 5.35000000e-08  9.24515773e-02 
 5.55000000e-08  3.02475605e-01 
 5.75000000e-08  4.81113598e-01 
 5.95000000e-08  3.44098624e-01 
 6.15000000e-08  1.04879057e-01 
 6.35000000e-08  1.58064287e-01 
 6.55000000e-08  4.06625169e-01 
 6.75000000e-08  4.65013633e-01 
 6.95000000e-08  2.23901124e-01 
 7.15000000e-08  8.41256130e-02 
 3.50000000e-09  4.31337307e-01 
 5.50000000e-09  1.39220375e-01 
 7.50000000e-09  1.43779811e-01 
 9.50000000e-09  4.20157182e-01 
 1.15000000e-08  4.31336700e-01 
 1.35000000e-08  1.39220380e-01 
 1.55000000e-08  1.43779811e-01 
 1.75000000e-08  4.20157182e-01 
 1.95000000e-08  4.31336700e-01 
 2.15000000e-08  1.39220384e-01 
 2.35000000e-08  1.43779811e-01 
 2.55000000e-08  4.20157182e-01 
 2.75000000e-08  4.31336700e-01 
 2.95000000e-08  1.39220384e-01 
 3.15000000e-08  1.43779811e-01 
 3.35000000e-08  4.20157182e-01 
 3.55000000e-08  4.31336700e-01 
 3.75000000e-08  1.39220380e-01 
 3.95000000e-08  1.43779798e-01 
 4.15000000e-08  4.20157184e-01 
 4.35000000e-08  4.31336701e-01 
 4.55000000e-08  1.39220380e-01 
 4.75000000e-08  1.43779811e-01 
 4.95000000e-08  4.20157182e-01 
 5.15000000e-08  4.31336700e-01 
 5.35000000e-08  1.39220380e-01 
 5.55000000e-08  1.43779798e-01 
 5.75000000e-08  4.20157184e-01 
 5.95000000e-08  4.31336701e-01 
 6.15000000e-08  1.39220380e-01 
 6.35000000e-08  1.43779811e-01 
 6.55000000e-08  4.20157182e-01 
 6.75000000e-08  4.31336700e-01 
 6.95000000e-08  1.39220380e-01 
 7.15000000e-08  1.43779811e-01 
 3.50000000e-09  3.83054360e-01 
 5.50000000e-09  9.01706296e-02 
 7.50000000e-09  2.64326273e-01 
 9.50000000e-09  4.82951277e-01 
 1.15000000e-08  2.23592914e-01 
 1.35000000e-08  1.08519902e-01 
 1.55000000e-08  4.05425185e-01 
 1.75000000e-08  4.17102829e-01 
 1.95000000e-08  1.04486388e-01 
 2.15000000e-08  2.26773740e-01 
 2.35000000e-08  4.80042025e-01 
 2.55000000e-08  2.63380635e-01 
 2.75000000e-08  9.28041049e-02 
 2.95000000e-08  3.74106336e-01 
 3.15000000e-08  4.45147529e-01 
 3.35000000e-08  1.25853428e-01 
 3.55000000e-08  1.91095166e-01 
 3.75000000e-08  4.70252018e-01 
 3.95000000e-08  3.04346433e-01 
 4.15000000e-08  8.42923105e-02 
 4.35000000e-08  3.39353450e-01 
 4.55000000e-08  4.65785656e-01 
 4.75000000e-08  1.53527431e-01 
 4.95000000e-08  1.58672280e-01 
 5.15000000e-08  4.54173630e-01 
 5.35000000e-08  3.44835285e-01 
 5.55000000e-08  8.33781439e-02 
 5.75000000e-08  3.02323836e-01 
 5.95000000e-08  4.78364471e-01 
 6.15000000e-08  1.86509725e-01 
 6.35000000e-08  1.30777329e-01 
 6.55000000e-08  4.32364095e-01 
 6.75000000e-08  3.83054381e-01 
 6.95000000e-08  9.01705165e-02 
 7.15000000e-08  2.64325162e-01 
 3.50000000e-09  3.25035068e-01 
 5.50000000e-09  8.77538179e-02 
 7.50000000e-09  3.89748897e-01 
 9.50000000e-09  4.01336874e-01 
 1.15000000e-08  8.57534731e-02 
 1.35000000e-08  3.20888616e-01 
 1.55000000e-08  4.56899616e-01 
 1.75000000e-08  1.14106694e-01 
 1.95000000e-08  2.45548219e-01 
 2.15000000e-08  4.81459796e-01 
 2.35000000e-08  1.69172402e-01 
 2.55000000e-08  1.74689132e-01 
 2.75000000e-08  4.75309171e-01 
 2.95000000e-08  2.43151726e-01 
 3.15000000e-08  1.19163050e-01 
 3.35000000e-08  4.43204920e-01 
 3.55000000e-08  3.25033589e-01 
 3.75000000e-08  8.77540760e-02 
 3.95000000e-08  3.89748833e-01 
 4.15000000e-08  4.01336907e-01 
 4.35000000e-08  8.57534699e-02 
 4.55000000e-08  3.20888616e-01 
 4.75000000e-08  4.56899616e-01 
